OID,GridID,H,Q,COMID
-1,122,7.000000000000000,16326.819082896467080,155029
-1,122,8.000000000000000,22151.800396452799760,155029
-1,122,9.000000000000000,28423.772459567786427,155029
-1,122,10.000000000000000,32506.102299499318178,155029
-1,122,11.000000000000000,44644.224729996160022,155029
-1,122,12.000000000000000,49543.683508638903731,155029
-1,122,13.000000000000000,74175.963871330866823,155029
-1,122,14.000000000000000,103464.652725212145015,155029
-1,122,15.000000000000000,137529.645479431026615,155029
-1,122,16.000000000000000,186221.643854593945434,155029
-1,122,17.000000000000000,245977.806202636304079,155029
-1,122,18.000000000000000,317236.563743643811904,155029
-1,122,19.000000000000000,398265.977517567225732,155029
-1,122,20.000000000000000,490567.128129397111479,155029
-1,122,21.000000000000000,593860.656977673061192,155029
-1,122,22.000000000000000,708318.933842521510087,155029
-1,122,23.000000000000000,831673.923500822042115,155029
-1,122,24.000000000000000,965531.756667499779724,155029
-1,122,25.000000000000000,1107515.175849702907726,155029
-1,122,26.000000000000000,1260100.831144615309313,155029
-1,122,27.000000000000000,1422203.794328464427963,155029
-1,122,28.000000000000000,1592426.592699202941731,155029
-1,122,29.000000000000000,1770344.189970495412126,155029
-1,122,30.000000000000000,1956219.990228338167071,155029
-1,122,31.000000000000000,2149526.835578145459294,155029
-1,122,32.000000000000000,2350220.732897440902889,155029
-1,122,33.000000000000000,2558016.704716985113919,155029
-1,122,34.000000000000000,2772795.354975859168917,155029
-1,122,35.000000000000000,2994444.934978236909956,155029
-1,122,36.000000000000000,3222860.525051523465663,155029
-1,122,37.000000000000000,3457943.335951026994735,155029
-1,122,38.000000000000000,3699600.108092577196658,155029
-1,122,39.000000000000000,3947742.591529733967036,155029
-1,122,40.000000000000000,4202287.093109891749918,155029
-1,2,1.000000000000000,230.665611143235964,154877
-1,2,2.000000000000000,796.459636772452996,154877
-1,2,3.000000000000000,1636.830252202786824,154877
-1,2,4.000000000000000,2839.412274446500760,154877
-1,2,5.000000000000000,4378.709772304067883,154877
-1,2,6.000000000000000,6287.051697738612347,154877
-1,2,7.000000000000000,8502.907146761153854,154877
-1,2,8.000000000000000,11092.826143429503645,154877
-1,2,9.000000000000000,14041.311108873696867,154877
-1,2,10.000000000000000,17620.477057761927426,154877
-1,2,11.000000000000000,21875.226495314011117,154877
-1,2,12.000000000000000,26585.355714560439083,154877
-1,2,13.000000000000000,32200.017882332060253,154877
-1,2,14.000000000000000,38445.828179277406889,154877
-1,2,15.000000000000000,45232.257653718093934,154877
-1,2,16.000000000000000,53012.594507957590395,154877
-1,2,17.000000000000000,61418.814326513878768,154877
-1,2,18.000000000000000,70731.709808231753414,154877
-1,2,19.000000000000000,80993.614245406934060,154877
-1,2,20.000000000000000,92086.276349459585617,154877
-1,2,21.000000000000000,103489.307693495313288,154877
-1,2,22.000000000000000,115475.537229878595099,154877
-1,2,23.000000000000000,128666.818015107579413,154877
-1,2,24.000000000000000,142579.986915601592045,154877
-1,2,25.000000000000000,155889.101479851844488,154877
-1,2,26.000000000000000,170347.290152204106562,154877
-1,2,27.000000000000000,185239.769800211972324,154877
-1,2,28.000000000000000,201046.722466691338923,154877
-1,2,29.000000000000000,217269.428138310846407,154877
-1,2,30.000000000000000,233818.868253024731530,154877
-1,2,31.000000000000000,249495.489529656100785,154877
-1,2,32.000000000000000,267422.474361043598037,154877
-1,2,33.000000000000000,288770.836285254918039,154877
-1,2,34.000000000000000,313805.667728234839160,154877
-1,2,35.000000000000000,342515.091538252250757,154877
-1,2,36.000000000000000,373873.570019912964199,154877
-1,2,37.000000000000000,407582.530032822280191,154877
-1,2,38.000000000000000,444729.368241559539456,154877
-1,2,39.000000000000000,483836.401313614798710,154877
-1,2,40.000000000000000,526929.085097484057769,154877
-1,269,1.000000000000000,108.116766975289522,154889
-1,269,2.000000000000000,430.893984976285822,154889
-1,269,3.000000000000000,916.138117974908482,154889
-1,269,4.000000000000000,1536.952521742065983,154889
-1,269,5.000000000000000,2212.449367037460433,154889
-1,269,6.000000000000000,2862.015932175003854,154889
-1,269,7.000000000000000,3654.959767674878094,154889
-1,269,8.000000000000000,4735.724739872920509,154889
-1,269,9.000000000000000,6008.533092025869337,154889
-1,269,10.000000000000000,6881.396761814042293,154889
-1,269,11.000000000000000,7919.535627330056741,154889
-1,269,12.000000000000000,8758.410382291402129,154889
-1,269,13.000000000000000,10310.923524134768741,154889
-1,269,14.000000000000000,12171.013046422485786,154889
-1,269,15.000000000000000,14228.116399469718090,154889
-1,269,16.000000000000000,16722.153445726933569,154889
-1,269,17.000000000000000,19719.575322647993744,154889
-1,269,18.000000000000000,22839.688400670744159,154889
-1,269,19.000000000000000,26599.909362987349596,154889
-1,269,20.000000000000000,30681.294081065520004,154889
-1,269,21.000000000000000,34836.511252144788159,154889
-1,269,22.000000000000000,39609.617980322502262,154889
-1,269,23.000000000000000,44628.986270227600471,154889
-1,269,24.000000000000000,50010.141469582355057,154889
-1,269,25.000000000000000,55499.685421772992413,154889
-1,269,26.000000000000000,61220.560026660568838,154889
-1,269,27.000000000000000,67329.957586487245862,154889
-1,269,28.000000000000000,73669.612136226831353,154889
-1,269,29.000000000000000,80235.414159635634860,154889
-1,269,30.000000000000000,87023.532769305224065,154889
-1,269,31.000000000000000,94030.384230291383574,154889
-1,269,32.000000000000000,101252.605331246071728,154889
-1,269,33.000000000000000,108687.030675001864438,154889
-1,269,34.000000000000000,116330.673170082416618,154889
-1,269,35.000000000000000,124180.707160193691379,154889
-1,269,36.000000000000000,132234.453745898033958,154889
-1,269,37.000000000000000,140489.367941945471102,154889
-1,269,38.000000000000000,148943.027382526517613,154889
-1,269,39.000000000000000,157593.122340315894689,154889
-1,269,40.000000000000000,166437.446867282560561,154889
-1,4,1.000000000000000,317.096925485407894,154898
-1,4,2.000000000000000,1068.052515283568027,154898
-1,4,3.000000000000000,2196.488299434728560,154898
-1,4,4.000000000000000,3729.981504624015997,154898
-1,4,5.000000000000000,5721.731657825921502,154898
-1,4,6.000000000000000,8107.386832533032248,154898
-1,4,7.000000000000000,10824.842158121264220,154898
-1,4,8.000000000000000,14055.058544110939692,154898
-1,4,9.000000000000000,17675.986506337922037,154898
-1,4,10.000000000000000,21478.001384499479173,154898
-1,4,11.000000000000000,25591.803276457805623,154898
-1,4,12.000000000000000,29820.721786393052753,154898
-1,4,13.000000000000000,34446.169271957893216,154898
-1,4,14.000000000000000,39858.730563285527751,154898
-1,4,15.000000000000000,45689.704467318268144,154898
-1,4,16.000000000000000,51058.433004376558529,154898
-1,4,17.000000000000000,57049.230869824044930,154898
-1,4,18.000000000000000,63558.397814504540293,154898
-1,4,19.000000000000000,70648.356583908302127,154898
-1,4,20.000000000000000,78350.180980185934459,154898
-1,4,21.000000000000000,86734.080161149831838,154898
-1,4,22.000000000000000,97093.551147345249774,154898
-1,4,23.000000000000000,108185.164397021173500,154898
-1,4,24.000000000000000,118841.160360578345717,154898
-1,4,25.000000000000000,131687.730658941087313,154898
-1,4,26.000000000000000,145295.034320115519222,154898
-1,4,27.000000000000000,159793.729334371484583,154898
-1,4,28.000000000000000,173964.221967385674361,154898
-1,4,29.000000000000000,188644.831218959880061,154898
-1,4,30.000000000000000,205410.495018609275576,154898
-1,4,31.000000000000000,222141.071949084318476,154898
-1,4,32.000000000000000,240027.463705534464680,154898
-1,4,33.000000000000000,261029.440053589758463,154898
-1,4,34.000000000000000,284286.772491717245430,154898
-1,4,35.000000000000000,311895.632443118083756,154898
-1,4,36.000000000000000,344235.152646588569041,154898
-1,4,37.000000000000000,382215.654152789560612,154898
-1,4,38.000000000000000,424937.413154943729751,154898
-1,4,39.000000000000000,473678.903150127676781,154898
-1,4,40.000000000000000,526585.168138067354448,154898
-1,125,1.000000000000000,759.019201136272272,154797
-1,125,2.000000000000000,2323.395790055820726,154797
-1,125,3.000000000000000,2347.476241980613850,154797
-1,125,4.000000000000000,9276.852003634081484,154797
-1,125,5.000000000000000,19567.609522586906678,154797
-1,125,6.000000000000000,34178.184054169760202,154797
-1,125,7.000000000000000,51222.088559604948387,154797
-1,125,8.000000000000000,73635.827330345069640,154797
-1,125,9.000000000000000,99577.225723545940127,154797
-1,125,10.000000000000000,133186.937779664207483,154797
-1,125,11.000000000000000,174572.060399884794606,154797
-1,125,12.000000000000000,224234.695033508643974,154797
-1,125,13.000000000000000,283568.415280952351168,154797
-1,125,14.000000000000000,352362.414900821226183,154797
-1,125,15.000000000000000,431762.309245384880342,154797
-1,125,16.000000000000000,520752.932647434761748,154797
-1,125,17.000000000000000,618644.723470519995317,154797
-1,125,18.000000000000000,724290.724021844100207,154797
-1,125,19.000000000000000,837951.094583029160276,154797
-1,125,20.000000000000000,958426.356200907612219,154797
-1,125,21.000000000000000,1085816.194417005870491,154797
-1,125,22.000000000000000,1219527.534111090935767,154797
-1,125,23.000000000000000,1359501.509459954453632,154797
-1,125,24.000000000000000,1505538.195802364964038,154797
-1,125,25.000000000000000,1657474.619127527344972,154797
-1,125,26.000000000000000,1815198.335024029249325,154797
-1,125,27.000000000000000,1978605.013132943771780,154797
-1,125,28.000000000000000,2147597.464534516911954,154797
-1,125,29.000000000000000,2322084.827630997635424,154797
-1,125,30.000000000000000,2501981.880498261190951,154797
-1,125,31.000000000000000,2687208.455292550381273,154797
-1,125,32.000000000000000,2877688.935854069888592,154797
-1,125,33.000000000000000,3073351.823764038737863,154797
-1,125,34.000000000000000,3274129.361202247440815,154797
-1,125,35.000000000000000,3479957.201302072033286,154797
-1,125,36.000000000000000,3690774.118507423438132,154797
-1,125,37.000000000000000,3906521.752841232810169,154797
-1,125,38.000000000000000,4127144.383097807876766,154797
-1,125,39.000000000000000,4352588.724844898097217,154797
-1,125,40.000000000000000,4582803.749818801879883,154797
-1,126,1.000000000000000,130.663114422220815,154894
-1,126,2.000000000000000,460.843098894679770,154894
-1,126,3.000000000000000,1053.193264342081420,154894
-1,126,4.000000000000000,1881.311054737817813,154894
-1,126,5.000000000000000,2805.499889025020366,154894
-1,126,6.000000000000000,4193.194273419728233,154894
-1,126,7.000000000000000,5640.785750389688474,154894
-1,126,8.000000000000000,7638.221442891678635,154894
-1,126,9.000000000000000,10359.427327633036839,154894
-1,126,10.000000000000000,10379.293388739954025,154894
-1,126,11.000000000000000,11833.496128161677916,154894
-1,126,12.000000000000000,10302.142603542493816,154894
-1,126,13.000000000000000,24470.512243226025021,154894
-1,126,14.000000000000000,45452.637114730408939,154894
-1,126,15.000000000000000,73905.112040021456778,154894
-1,126,16.000000000000000,111116.807024383946555,154894
-1,126,17.000000000000000,156525.025575197272701,154894
-1,126,18.000000000000000,212428.562628541345475,154894
-1,126,19.000000000000000,280177.351920570188668,154894
-1,126,20.000000000000000,360779.768118629464880,154894
-1,126,21.000000000000000,453906.839344541367609,154894
-1,126,22.000000000000000,559163.478740589576773,154894
-1,126,23.000000000000000,676190.615442839800380,154894
-1,126,24.000000000000000,804044.658267573802732,154894
-1,126,25.000000000000000,941485.733056930359453,154894
-1,126,26.000000000000000,1088056.331388593185693,154894
-1,126,27.000000000000000,1243019.572692566085607,154894
-1,126,28.000000000000000,1406277.098329790635034,154894
-1,126,29.000000000000000,1577494.421994194155559,154894
-1,126,30.000000000000000,1756490.536375904921442,154894
-1,126,31.000000000000000,1943099.861241259379312,154894
-1,126,32.000000000000000,2137170.078979022800922,154894
-1,126,33.000000000000000,2338560.379658597987145,154894
-1,126,34.000000000000000,2547140.020226126071066,154894
-1,126,35.000000000000000,2762787.128423348069191,154894
-1,126,36.000000000000000,2985387.699985797517002,154894
-1,126,37.000000000000000,3214834.750376681797206,154894
-1,126,38.000000000000000,3451027.591452751774341,154894
-1,126,39.000000000000000,3693871.210145323071629,154894
-1,126,40.000000000000000,3943275.731205136049539,154894
-1,270,1.000000000000000,1172.562515428727920,154870
-1,270,2.000000000000000,4375.755464739129820,154870
-1,270,3.000000000000000,9198.646814900816025,154870
-1,270,4.000000000000000,15478.615079159828383,154870
-1,270,5.000000000000000,23605.271087222936330,154870
-1,270,6.000000000000000,33765.662169486298808,154870
-1,270,7.000000000000000,46155.552225838604500,154870
-1,270,8.000000000000000,60933.767786813798011,154870
-1,270,9.000000000000000,77944.777104114647955,154870
-1,270,10.000000000000000,97581.673023450552137,154870
-1,270,11.000000000000000,119210.200469938179594,154870
-1,270,12.000000000000000,142521.154977413389133,154870
-1,270,13.000000000000000,167029.538902212603716,154870
-1,270,14.000000000000000,193914.327329325460596,154870
-1,270,15.000000000000000,222010.512670051306486,154870
-1,270,16.000000000000000,248797.844185697729699,154870
-1,270,17.000000000000000,269332.809078612190206,154870
-1,270,18.000000000000000,297375.861300764023326,154870
-1,270,19.000000000000000,332684.316675650887191,154870
-1,270,20.000000000000000,376863.485441339144018,154870
-1,270,21.000000000000000,428540.759106670273468,154870
-1,270,22.000000000000000,486915.029777310905047,154870
-1,270,23.000000000000000,550356.384079976938665,154870
-1,270,24.000000000000000,618734.054063680930994,154870
-1,270,25.000000000000000,691558.420727196964435,154870
-1,270,26.000000000000000,768703.897272218950093,154870
-1,270,27.000000000000000,849942.935542293358594,154870
-1,270,28.000000000000000,934802.894867631141096,154870
-1,270,29.000000000000000,1022989.351294723339379,154870
-1,270,30.000000000000000,1114566.184177043149248,154870
-1,270,31.000000000000000,1209285.689358701696619,154870
-1,270,32.000000000000000,1307100.886516674887389,154870
-1,270,33.000000000000000,1407935.819590714760125,154870
-1,270,34.000000000000000,1511745.919750077184290,154870
-1,270,35.000000000000000,1618489.138788149924949,154870
-1,270,36.000000000000000,1728125.709735394222662,154870
-1,270,37.000000000000000,1840578.579159110551700,154870
-1,270,38.000000000000000,1955852.819233562098816,154870
-1,270,39.000000000000000,2073957.835710195591673,154870
-1,270,40.000000000000000,2194816.585389044135809,154870
-1,271,1.000000000000000,93.950664148776937,154908
-1,271,2.000000000000000,311.844699741792112,154908
-1,271,3.000000000000000,615.416885350710231,154908
-1,271,4.000000000000000,1017.303899327333625,154908
-1,271,5.000000000000000,1558.926441333560660,154908
-1,271,6.000000000000000,2170.283667026322746,154908
-1,271,7.000000000000000,2845.006335354112707,154908
-1,271,8.000000000000000,3658.159476547895792,154908
-1,271,9.000000000000000,4676.684550785249485,154908
-1,271,10.000000000000000,5713.331840703783200,154908
-1,271,11.000000000000000,6788.718897624907186,154908
-1,271,12.000000000000000,8034.780134168343466,154908
-1,271,13.000000000000000,9483.707181963660332,154908
-1,271,14.000000000000000,11120.662849040319998,154908
-1,271,15.000000000000000,12086.819875826398857,154908
-1,271,16.000000000000000,14246.265275056593964,154908
-1,271,17.000000000000000,16216.154437697816320,154908
-1,271,18.000000000000000,18354.066374776746670,154908
-1,271,19.000000000000000,20496.923781912650156,154908
-1,271,20.000000000000000,23272.559688298810215,154908
-1,271,21.000000000000000,26491.882686287081015,154908
-1,271,22.000000000000000,31695.405335992698383,154908
-1,271,23.000000000000000,37314.559991867346980,154908
-1,271,24.000000000000000,43556.910456415302178,154908
-1,271,25.000000000000000,48348.862246760581911,154908
-1,271,26.000000000000000,57204.252691333414987,154908
-1,271,27.000000000000000,67630.154159703262849,154908
-1,271,28.000000000000000,81195.436501443749876,154908
-1,271,29.000000000000000,101794.501972927595489,154908
-1,271,30.000000000000000,127899.585466802222072,154908
-1,271,31.000000000000000,160504.535453603777569,154908
-1,271,32.000000000000000,199358.283538370014867,154908
-1,271,33.000000000000000,244306.502774316322757,154908
-1,271,34.000000000000000,294951.635896755382419,154908
-1,271,35.000000000000000,350684.125727665668819,154908
-1,271,36.000000000000000,410926.294811204599682,154908
-1,271,37.000000000000000,475166.521154180401936,154908
-1,271,38.000000000000000,543234.304748949012719,154908
-1,271,39.000000000000000,614976.552959058666602,154908
-1,271,40.000000000000000,690528.919068642775528,154908
-1,124,1.000000000000000,108.556549978402515,154927
-1,124,2.000000000000000,349.484442653940164,154927
-1,124,3.000000000000000,711.125142190223528,154927
-1,124,4.000000000000000,1178.251622622502737,154927
-1,124,5.000000000000000,1179.853715025947395,154927
-1,124,6.000000000000000,1910.721708630021794,154927
-1,124,7.000000000000000,2738.675872905023880,154927
-1,124,8.000000000000000,4015.942079219509196,154927
-1,124,9.000000000000000,5472.180699705010738,154927
-1,124,10.000000000000000,6716.543671509249180,154927
-1,124,11.000000000000000,8791.630244900663456,154927
-1,124,12.000000000000000,11280.131019992237270,154927
-1,124,13.000000000000000,14164.314382792106699,154927
-1,124,14.000000000000000,17588.297874101797788,154927
-1,124,15.000000000000000,21645.238498087401240,154927
-1,124,16.000000000000000,26308.263623084210849,154927
-1,124,17.000000000000000,31243.369188722874242,154927
-1,124,18.000000000000000,36477.191542336797283,154927
-1,124,19.000000000000000,37250.913044971668569,154927
-1,124,20.000000000000000,43886.208100790921890,154927
-1,124,21.000000000000000,51335.039409195866028,154927
-1,124,22.000000000000000,59576.703922209846496,154927
-1,124,23.000000000000000,68490.012689276030869,154927
-1,124,24.000000000000000,77080.765313493131544,154927
-1,124,25.000000000000000,87182.564807303977432,154927
-1,124,26.000000000000000,98241.247988563176477,154927
-1,124,27.000000000000000,109582.345166867016815,154927
-1,124,28.000000000000000,122836.178763306292240,154927
-1,124,29.000000000000000,136616.104192982718814,154927
-1,124,30.000000000000000,151838.438617182779126,154927
-1,124,31.000000000000000,168531.113942173484247,154927
-1,124,32.000000000000000,187242.656578639522195,154927
-1,124,33.000000000000000,207554.611156038416084,154927
-1,124,34.000000000000000,230490.384282375685871,154927
-1,124,35.000000000000000,255367.332387674192432,154927
-1,124,36.000000000000000,281222.144447861937806,154927
-1,124,37.000000000000000,306981.501630471902899,154927
-1,124,38.000000000000000,335753.790578427957371,154927
-1,124,39.000000000000000,365058.722609221178573,154927
-1,124,40.000000000000000,395290.013716682733502,154927
-1,272,1.000000000000000,114.886387194890617,155076
-1,272,2.000000000000000,403.605440079817299,155076
-1,272,3.000000000000000,804.443030633472745,155076
-1,272,4.000000000000000,1375.897666899567639,155076
-1,272,5.000000000000000,1926.960474239097493,155076
-1,272,6.000000000000000,2766.717656683932546,155076
-1,272,7.000000000000000,3562.130877951829461,155076
-1,272,8.000000000000000,4464.473948233170631,155076
-1,272,9.000000000000000,5605.241194271625318,155076
-1,272,10.000000000000000,6827.108353111360884,155076
-1,272,11.000000000000000,9101.239908818686672,155076
-1,272,12.000000000000000,11991.047951782866221,155076
-1,272,13.000000000000000,15781.609585608874113,155076
-1,272,14.000000000000000,21332.906526778784610,155076
-1,272,15.000000000000000,28519.734185218094353,155076
-1,272,16.000000000000000,38475.455377081867482,155076
-1,272,17.000000000000000,50491.341864923590038,155076
-1,272,18.000000000000000,65168.690948133938946,155076
-1,272,19.000000000000000,81733.841228480232530,155076
-1,272,20.000000000000000,99185.435524958986207,155076
-1,272,21.000000000000000,118737.977906936299405,155076
-1,272,22.000000000000000,138522.150734869501321,155076
-1,272,23.000000000000000,154481.961297940928489,155076
-1,272,24.000000000000000,177482.213745302171446,155076
-1,272,25.000000000000000,201490.715077160857618,155076
-1,272,26.000000000000000,231434.392506746924482,155076
-1,272,27.000000000000000,265617.102027779910713,155076
-1,272,28.000000000000000,306082.406582483206876,155076
-1,272,29.000000000000000,352305.102452676976100,155076
-1,272,30.000000000000000,404415.622635659761727,155076
-1,272,31.000000000000000,461294.428655606578104,155076
-1,272,32.000000000000000,522501.751665211457293,155076
-1,272,33.000000000000000,587498.631708016735502,155076
-1,272,34.000000000000000,655826.233925841865130,155076
-1,272,35.000000000000000,727345.756622193031944,155076
-1,272,36.000000000000000,802028.448849747539498,155076
-1,272,37.000000000000000,879406.725721969269216,155076
-1,272,38.000000000000000,959670.563704560045153,155076
-1,272,39.000000000000000,1042895.127217220957391,155076
-1,272,40.000000000000000,1128740.225857715588063,155076
-1,275,1.000000000000000,202.351898015707150,154964
-1,275,2.000000000000000,653.056512216157557,154964
-1,275,3.000000000000000,1486.390050539737786,154964
-1,275,4.000000000000000,2630.841666412889481,154964
-1,275,5.000000000000000,4225.510549794887993,154964
-1,275,6.000000000000000,6191.589841688827619,154964
-1,275,7.000000000000000,8345.758913221747207,154964
-1,275,8.000000000000000,11162.476628177200837,154964
-1,275,9.000000000000000,14204.814917208979750,154964
-1,275,10.000000000000000,17870.387003679843474,154964
-1,275,11.000000000000000,21740.056783174357406,154964
-1,275,12.000000000000000,26350.423434868938784,154964
-1,275,13.000000000000000,31393.610734467612929,154964
-1,275,14.000000000000000,36775.821339025329507,154964
-1,275,15.000000000000000,42537.376228022367286,154964
-1,275,16.000000000000000,48903.802350462916365,154964
-1,275,17.000000000000000,55863.131289279648627,154964
-1,275,18.000000000000000,62802.972060643623990,154964
-1,275,19.000000000000000,70184.994981745097903,154964
-1,275,20.000000000000000,78023.504894967976725,154964
-1,275,21.000000000000000,86023.078196257149102,154964
-1,275,22.000000000000000,93837.454280459220172,154964
-1,275,23.000000000000000,102104.153577807126567,154964
-1,275,24.000000000000000,109794.297592524395441,154964
-1,275,25.000000000000000,117827.900187765073497,154964
-1,275,26.000000000000000,125197.422320065641543,154964
-1,275,27.000000000000000,133860.260907439864241,154964
-1,275,28.000000000000000,142723.684500358853256,154964
-1,275,29.000000000000000,146149.186795419373084,154964
-1,275,30.000000000000000,154161.459806551312795,154964
-1,275,31.000000000000000,163498.945980369666358,154964
-1,275,32.000000000000000,179233.427088595897658,154964
-1,275,33.000000000000000,198422.794521423085826,154964
-1,275,34.000000000000000,221983.040860040753614,154964
-1,275,35.000000000000000,248190.719853498565499,154964
-1,275,36.000000000000000,277501.524146636365913,154964
-1,275,37.000000000000000,308702.502369710302446,154964
-1,275,38.000000000000000,341539.648758721188642,154964
-1,275,39.000000000000000,375994.449666965345386,154964
-1,275,40.000000000000000,411787.829225870373193,154964
-1,274,1.000000000000000,175.049899264320032,154966
-1,274,2.000000000000000,568.814769239994575,154966
-1,274,3.000000000000000,1125.500245763093972,154966
-1,274,4.000000000000000,1866.115965119668545,154966
-1,274,5.000000000000000,2687.476335872937852,154966
-1,274,6.000000000000000,3657.843889769408634,154966
-1,274,7.000000000000000,4779.203264237022267,154966
-1,274,8.000000000000000,6115.024082396939775,154966
-1,274,9.000000000000000,7477.041841438632218,154966
-1,274,10.000000000000000,8798.702581297742654,154966
-1,274,11.000000000000000,10391.363687658636991,154966
-1,274,12.000000000000000,12251.688948472030461,154966
-1,274,13.000000000000000,14284.932130235258228,154966
-1,274,14.000000000000000,16517.813330313936603,154966
-1,274,15.000000000000000,18907.924766897493100,154966
-1,274,16.000000000000000,21176.470476127109578,154966
-1,274,17.000000000000000,23829.650608857631596,154966
-1,274,18.000000000000000,25994.264042316899577,154966
-1,274,19.000000000000000,28464.171516514499672,154966
-1,274,20.000000000000000,30559.072676710777159,154966
-1,274,21.000000000000000,32627.493184840594040,154966
-1,274,22.000000000000000,34383.428826848314202,154966
-1,274,23.000000000000000,37415.484664697156404,154966
-1,274,24.000000000000000,41638.118508833431406,154966
-1,274,25.000000000000000,46353.437726132426178,154966
-1,274,26.000000000000000,52539.580430423091457,154966
-1,274,27.000000000000000,58761.221095777793380,154966
-1,274,28.000000000000000,64935.864384495238482,154966
-1,274,29.000000000000000,71480.670245717803482,154966
-1,274,30.000000000000000,79199.300121301217587,154966
-1,274,31.000000000000000,88801.160994206948089,154966
-1,274,32.000000000000000,101615.953496459522285,154966
-1,274,33.000000000000000,118112.882983456627699,154966
-1,274,34.000000000000000,139077.092791825503809,154966
-1,274,35.000000000000000,164098.053282536624465,154966
-1,274,36.000000000000000,193664.731923593411921,154966
-1,274,37.000000000000000,226898.620158705511130,154966
